income,employment,hrs_work,race,age,gender,citizen,time_to_work,lang,married,edu,disability,birth_qrtr
0,not in labor force,NA,white,16,male,yes,NA,other,no,hs or lower,no,jan thru mar
58000,employed,35,white,59,female,yes,40,english,yes,college,no,oct thru dec
40000,employed,40,white,43,male,yes,15,english,yes,hs or lower,no,jul thru sep
5200,employed,25,white,35,female,yes,5,english,no,hs or lower,yes,apr thru jun
NA,NA,NA,white,10,male,yes,NA,english,no,hs or lower,no,apr thru jun
12000,employed,40,white,23,female,yes,40,other,no,hs or lower,no,jul thru sep
34000,employed,36,black,46,female,no,45,other,no,hs or lower,no,apr thru jun
19200,employed,40,white,36,male,yes,25,english,yes,hs or lower,no,jul thru sep
0,not in labor force,NA,white,18,male,yes,NA,english,no,hs or lower,no,oct thru dec
NA,NA,NA,white,10,female,yes,NA,english,no,hs or lower,no,jan thru mar
NA,NA,NA,white,3,female,yes,NA,NA,no,hs or lower,no,apr thru jun
NA,NA,NA,white,8,female,yes,NA,other,no,hs or lower,no,jul thru sep
18000,employed,20,white,71,female,yes,10,english,no,hs or lower,no,apr thru jun
32000,unemployed,40,white,40,female,yes,NA,english,no,college,yes,jul thru sep
NA,NA,NA,white,8,male,yes,NA,english,no,hs or lower,no,oct thru dec
0,not in labor force,NA,white,18,female,yes,NA,english,no,hs or lower,no,jan thru mar
26000,employed,40,white,30,male,yes,20,english,yes,hs or lower,no,apr thru jun
3500,employed,20,other,21,female,yes,7,other,yes,hs or lower,no,apr thru jun
0,not in labor force,NA,other,31,male,no,NA,other,no,hs or lower,no,jul thru sep
0,not in labor force,NA,white,78,female,yes,NA,english,yes,hs or lower,yes,jul thru sep
0,not in labor force,NA,other,77,female,yes,NA,other,yes,hs or lower,no,jul thru sep
36000,employed,43,white,48,male,yes,8,english,yes,hs or lower,no,apr thru jun
9600,employed,40,white,32,female,yes,30,english,no,college,no,oct thru dec
0,employed,70,white,45,male,yes,NA,english,no,hs or lower,no,oct thru dec
98000,employed,40,other,42,male,no,NA,english,no,college,no,oct thru dec
NA,NA,NA,white,2,male,yes,NA,NA,no,NA,no,jan thru mar
17000,employed,32,white,54,female,yes,10,english,yes,hs or lower,no,jul thru sep
0,not in labor force,NA,black,18,male,yes,NA,english,no,hs or lower,no,apr thru jun
NA,NA,NA,black,6,male,yes,NA,english,no,hs or lower,no,jan thru mar
19000,employed,40,white,48,female,yes,15,english,no,hs or lower,no,oct thru dec
4500,not in labor force,23,white,23,female,yes,NA,other,yes,hs or lower,no,oct thru dec
NA,NA,NA,white,13,male,yes,NA,english,no,hs or lower,no,jan thru mar
12000,employed,30,asian,21,male,no,15,english,no,hs or lower,no,oct thru dec
45000,employed,30,white,48,male,yes,15,english,yes,hs or lower,no,apr thru jun
NA,NA,NA,black,7,female,yes,NA,english,no,hs or lower,no,oct thru dec
0,not in labor force,NA,white,61,female,yes,NA,english,no,college,yes,jul thru sep
52000,employed,50,white,39,male,yes,30,english,yes,hs or lower,no,jul thru sep
1200,employed,20,black,22,female,yes,15,english,no,college,no,jul thru sep
0,not in labor force,NA,white,94,female,yes,NA,english,no,hs or lower,yes,oct thru dec
NA,NA,NA,white,5,female,yes,NA,other,no,hs or lower,no,oct thru dec
NA,NA,NA,white,1,male,yes,NA,NA,no,NA,no,oct thru dec
2000,unemployed,50,white,32,male,yes,NA,english,yes,hs or lower,no,oct thru dec
0,not in labor force,NA,white,18,male,yes,NA,other,no,hs or lower,no,oct thru dec
2000,not in labor force,24,white,17,male,yes,NA,english,no,hs or lower,no,oct thru dec
0,not in labor force,30,white,46,female,yes,NA,english,yes,hs or lower,no,apr thru jun
0,not in labor force,NA,white,48,female,yes,NA,english,yes,college,no,jan thru mar
50,employed,5,asian,30,female,yes,20,english,yes,college,no,jul thru sep
0,not in labor force,NA,white,63,female,yes,NA,english,yes,college,no,jul thru sep
0,not in labor force,NA,white,67,male,yes,NA,other,no,hs or lower,yes,oct thru dec
9000,employed,40,other,25,male,no,45,other,no,college,no,apr thru jun
NA,NA,NA,white,1,female,yes,NA,NA,no,NA,no,jan thru mar
40000,employed,40,white,51,male,yes,20,english,yes,hs or lower,no,jan thru mar
5100,employed,32,white,19,male,yes,30,other,no,hs or lower,no,jan thru mar
0,not in labor force,NA,white,72,male,yes,NA,english,no,college,no,jan thru mar
13000,unemployed,32,other,21,female,yes,NA,english,no,hs or lower,no,apr thru jun
0,not in labor force,NA,white,52,male,yes,NA,english,no,hs or lower,yes,jan thru mar
78000,employed,50,white,47,male,yes,60,english,yes,college,no,apr thru jun
0,unemployed,NA,black,50,male,yes,NA,english,no,college,no,oct thru dec
0,not in labor force,NA,white,84,female,yes,NA,english,no,hs or lower,no,oct thru dec
30000,employed,40,white,43,male,yes,30,other,yes,hs or lower,no,jan thru mar
0,not in labor force,NA,white,81,female,yes,NA,english,no,hs or lower,no,apr thru jun
0,not in labor force,NA,white,55,male,yes,NA,english,yes,hs or lower,yes,jan thru mar
0,not in labor force,NA,white,86,male,yes,NA,english,no,grad,no,jul thru sep
0,not in labor force,NA,white,65,female,yes,NA,english,yes,hs or lower,yes,jan thru mar
2500,employed,9,black,30,female,yes,60,english,no,college,no,jul thru sep
51000,employed,40,other,49,male,yes,20,other,yes,grad,no,oct thru dec
70000,employed,40,white,44,female,yes,15,english,yes,hs or lower,no,jan thru mar
0,NA,NA,white,15,male,yes,NA,english,no,hs or lower,no,apr thru jun
0,not in labor force,NA,other,54,female,no,NA,other,no,hs or lower,yes,jan thru mar
40000,employed,55,white,53,female,yes,15,english,yes,grad,no,jan thru mar
56000,employed,40,white,50,male,yes,20,english,yes,hs or lower,no,oct thru dec
0,not in labor force,NA,white,70,female,yes,NA,english,no,hs or lower,no,jan thru mar
12800,employed,40,white,26,female,yes,30,english,no,hs or lower,no,apr thru jun
NA,NA,NA,white,1,female,yes,NA,NA,no,NA,no,oct thru dec
0,not in labor force,NA,white,86,male,yes,NA,english,yes,grad,yes,apr thru jun
100000,employed,60,white,41,male,yes,35,english,yes,grad,no,apr thru jun
10000,unemployed,16,white,61,male,yes,NA,english,no,hs or lower,yes,jul thru sep
0,not in labor force,NA,white,84,female,yes,NA,english,no,hs or lower,yes,jul thru sep
55000,employed,40,white,36,male,yes,45,english,yes,college,no,apr thru jun
NA,NA,NA,white,5,male,yes,NA,other,no,hs or lower,no,apr thru jun
0,not in labor force,NA,white,44,male,yes,NA,english,no,hs or lower,yes,jul thru sep
30000,employed,40,white,47,female,yes,30,english,yes,college,no,oct thru dec
345000,employed,60,white,64,male,yes,40,english,yes,grad,no,jul thru sep
NA,NA,NA,white,3,female,yes,NA,NA,no,hs or lower,no,jan thru mar
NA,NA,NA,white,2,female,yes,NA,NA,no,NA,no,jul thru sep
345000,employed,80,asian,40,male,no,5,other,yes,hs or lower,no,oct thru dec
80000,employed,40,white,52,female,yes,12,english,no,hs or lower,no,oct thru dec
4800,not in labor force,35,white,21,female,yes,NA,english,no,hs or lower,no,jul thru sep
15000,employed,18,white,36,female,yes,20,english,yes,hs or lower,no,apr thru jun
0,employed,8,white,52,male,yes,NA,english,yes,hs or lower,yes,jul thru sep
NA,NA,NA,white,3,female,yes,NA,NA,no,hs or lower,no,jul thru sep
15000,not in labor force,38,white,22,female,yes,NA,english,yes,hs or lower,no,oct thru dec
60000,employed,45,white,61,male,yes,119,other,no,hs or lower,yes,jan thru mar
0,unemployed,NA,white,32,female,yes,NA,english,no,hs or lower,no,jul thru sep
NA,NA,NA,white,3,male,yes,NA,NA,no,hs or lower,no,jul thru sep
0,not in labor force,NA,white,86,male,yes,NA,english,yes,college,yes,jul thru sep
NA,NA,NA,white,6,female,yes,NA,other,no,hs or lower,no,oct thru dec
14000,employed,40,white,35,male,yes,75,english,yes,hs or lower,no,apr thru jun
0,not in labor force,NA,white,69,female,yes,NA,english,no,college,no,oct thru dec
80000,employed,45,white,47,female,yes,35,english,yes,grad,no,oct thru dec
13000,employed,24,white,62,male,yes,5,english,yes,hs or lower,no,apr thru jun
0,not in labor force,NA,white,66,female,yes,NA,english,yes,college,no,apr thru jun
50000,employed,40,white,40,male,yes,5,english,yes,hs or lower,no,apr thru jun
30000,employed,60,white,29,female,yes,3,other,no,college,no,apr thru jun
0,not in labor force,NA,white,83,male,yes,NA,english,no,hs or lower,yes,apr thru jun
0,not in labor force,NA,white,68,female,yes,NA,english,no,hs or lower,no,oct thru dec
42000,employed,40,white,24,female,yes,45,english,yes,college,no,jul thru sep
8000,employed,30,white,25,male,yes,10,english,no,hs or lower,no,apr thru jun
1200,employed,38,white,19,male,yes,15,english,no,hs or lower,no,jul thru sep
40000,employed,40,black,32,male,yes,20,english,yes,hs or lower,no,oct thru dec
70000,employed,40,white,60,male,yes,30,english,yes,college,no,apr thru jun
40000,employed,40,white,62,female,yes,20,english,no,college,no,oct thru dec
10000,employed,30,white,18,male,no,35,other,no,hs or lower,no,apr thru jun
0,not in labor force,NA,white,76,male,yes,NA,english,yes,hs or lower,yes,jan thru mar
29000,employed,40,white,41,female,yes,20,english,no,hs or lower,no,jul thru sep
0,not in labor force,NA,other,33,male,yes,NA,other,no,hs or lower,yes,apr thru jun
3000,not in labor force,99,white,21,female,yes,NA,english,no,hs or lower,no,jul thru sep
300,unemployed,10,white,24,male,yes,NA,english,no,college,no,oct thru dec
0,unemployed,30,white,47,male,yes,NA,english,no,hs or lower,no,oct thru dec
12000,employed,12,white,68,female,yes,20,english,yes,hs or lower,no,jul thru sep
34000,employed,40,white,56,female,yes,20,english,no,college,no,apr thru jun
0,not in labor force,NA,white,68,male,yes,NA,english,no,college,no,oct thru dec
17000,employed,40,white,22,male,yes,15,english,no,college,no,oct thru dec
0,not in labor force,NA,white,66,female,yes,NA,english,no,college,yes,apr thru jun
0,not in labor force,NA,white,79,male,yes,NA,english,no,hs or lower,no,oct thru dec
0,not in labor force,NA,white,64,female,yes,NA,english,yes,hs or lower,no,apr thru jun
NA,NA,NA,white,4,male,yes,NA,NA,no,hs or lower,no,jul thru sep
100000,employed,40,asian,59,male,yes,30,other,yes,college,no,jul thru sep
0,not in labor force,NA,white,89,male,yes,NA,other,yes,hs or lower,yes,apr thru jun
0,not in labor force,NA,white,59,female,yes,NA,english,no,hs or lower,no,jul thru sep
0,not in labor force,NA,white,56,female,yes,NA,english,no,hs or lower,no,oct thru dec
NA,NA,NA,white,2,female,yes,NA,NA,no,NA,no,jul thru sep
114000,employed,45,black,62,female,yes,45,english,no,grad,no,jan thru mar
62000,employed,40,white,48,female,yes,80,english,no,hs or lower,no,jan thru mar
15000,employed,50,white,23,male,yes,5,english,no,college,no,apr thru jun
0,not in labor force,NA,white,51,male,yes,NA,english,no,college,no,jan thru mar
0,unemployed,NA,white,40,female,no,NA,other,no,hs or lower,yes,apr thru jun
20000,employed,50,other,30,male,no,25,other,yes,grad,no,apr thru jun
0,not in labor force,NA,white,60,female,yes,NA,english,yes,hs or lower,no,apr thru jun
0,not in labor force,NA,white,46,female,yes,NA,other,yes,hs or lower,no,oct thru dec
NA,NA,NA,white,12,female,yes,NA,english,no,hs or lower,no,jul thru sep
36000,employed,40,white,48,female,yes,25,english,yes,hs or lower,no,jul thru sep
8500,employed,48,white,58,male,yes,50,english,yes,college,yes,oct thru dec
60000,employed,40,white,57,male,yes,10,english,yes,hs or lower,no,apr thru jun
0,not in labor force,NA,asian,36,female,yes,NA,other,yes,hs or lower,yes,jan thru mar
0,not in labor force,NA,white,64,male,yes,NA,english,yes,hs or lower,yes,oct thru dec
0,not in labor force,NA,white,84,male,yes,NA,english,yes,hs or lower,no,oct thru dec
40000,employed,40,white,52,male,yes,10,english,yes,hs or lower,no,oct thru dec
4500,employed,25,white,20,male,yes,10,english,no,hs or lower,no,oct thru dec
0,not in labor force,NA,white,92,female,yes,NA,english,no,hs or lower,yes,oct thru dec
19200,employed,70,white,20,male,yes,3,other,no,hs or lower,yes,apr thru jun
0,not in labor force,NA,white,67,male,yes,NA,english,no,hs or lower,yes,jul thru sep
NA,NA,NA,white,13,female,yes,NA,english,no,hs or lower,no,apr thru jun
0,not in labor force,NA,white,72,male,yes,NA,english,yes,hs or lower,yes,jul thru sep
11000,employed,20,white,69,male,yes,20,english,yes,grad,yes,apr thru jun
36000,employed,40,black,48,male,yes,15,english,yes,hs or lower,yes,jan thru mar
41000,employed,50,white,52,male,no,30,other,yes,hs or lower,no,oct thru dec
12000,unemployed,40,other,63,female,yes,NA,english,no,hs or lower,no,apr thru jun
0,not in labor force,NA,white,66,female,yes,NA,english,yes,hs or lower,no,jan thru mar
313000,employed,30,white,32,male,yes,10,english,yes,hs or lower,no,oct thru dec
1500,not in labor force,10,white,18,female,yes,NA,english,no,hs or lower,no,apr thru jun
75000,employed,32,white,37,female,yes,15,english,no,hs or lower,no,jul thru sep
NA,NA,NA,white,11,female,yes,NA,english,no,hs or lower,no,oct thru dec
NA,NA,NA,white,8,female,yes,NA,english,no,hs or lower,no,apr thru jun
43000,employed,40,white,29,female,yes,25,english,yes,college,no,oct thru dec
NA,NA,NA,black,0,male,yes,NA,NA,no,NA,no,apr thru jun
27000,employed,40,white,62,female,yes,10,english,yes,hs or lower,no,oct thru dec
NA,NA,NA,white,1,female,yes,NA,NA,no,NA,no,jan thru mar
800,not in labor force,40,white,40,male,yes,NA,english,yes,college,yes,oct thru dec
0,not in labor force,NA,white,93,female,yes,NA,english,no,hs or lower,yes,oct thru dec
17000,employed,99,other,36,male,yes,20,other,no,college,no,jan thru mar
NA,NA,NA,black,11,female,yes,NA,english,no,hs or lower,no,jul thru sep
NA,NA,NA,white,4,female,yes,NA,NA,no,hs or lower,no,oct thru dec
NA,NA,NA,white,11,female,yes,NA,english,no,hs or lower,no,apr thru jun
0,not in labor force,NA,black,81,female,yes,NA,english,no,hs or lower,yes,apr thru jun
NA,NA,NA,black,12,female,yes,NA,english,no,hs or lower,no,jan thru mar
0,not in labor force,NA,white,62,male,yes,NA,english,yes,hs or lower,yes,oct thru dec
0,not in labor force,NA,white,34,female,yes,NA,english,yes,college,no,oct thru dec
0,not in labor force,NA,asian,17,female,yes,NA,other,no,hs or lower,no,apr thru jun
90000,employed,40,white,48,male,yes,8,english,no,college,no,jan thru mar
NA,NA,NA,white,9,male,yes,NA,english,no,hs or lower,no,jul thru sep
0,not in labor force,NA,white,93,female,yes,NA,english,yes,hs or lower,yes,oct thru dec
0,not in labor force,NA,white,62,male,yes,NA,english,yes,grad,no,apr thru jun
NA,NA,NA,white,13,female,yes,NA,english,no,hs or lower,no,jan thru mar
0,not in labor force,NA,white,45,male,yes,NA,english,no,hs or lower,yes,jan thru mar
21000,employed,40,black,31,female,yes,20,english,no,hs or lower,no,oct thru dec
30000,employed,40,white,30,female,yes,45,english,no,hs or lower,no,apr thru jun
NA,NA,NA,other,12,male,yes,NA,other,no,hs or lower,no,jan thru mar
0,not in labor force,NA,asian,17,female,no,NA,other,no,hs or lower,no,oct thru dec
0,NA,NA,white,15,male,yes,NA,english,no,hs or lower,no,oct thru dec
0,not in labor force,NA,white,52,male,yes,NA,english,no,hs or lower,no,jan thru mar
NA,NA,NA,white,5,female,yes,NA,english,no,hs or lower,no,apr thru jun
0,not in labor force,NA,white,65,male,yes,NA,english,no,hs or lower,no,jul thru sep
0,not in labor force,NA,other,58,male,yes,NA,english,yes,hs or lower,no,oct thru dec
0,employed,28,white,88,male,yes,15,english,yes,college,no,apr thru jun
0,employed,40,white,22,female,yes,15,english,no,college,no,jan thru mar
10000,employed,15,white,54,male,yes,30,english,yes,hs or lower,no,apr thru jun
NA,NA,NA,white,5,female,yes,NA,english,no,hs or lower,no,jul thru sep
16000,not in labor force,50,black,32,female,yes,NA,english,no,hs or lower,no,jan thru mar
0,not in labor force,NA,white,85,male,yes,NA,english,yes,hs or lower,yes,apr thru jun
4500,employed,30,black,21,male,yes,45,english,no,hs or lower,no,jul thru sep
NA,NA,NA,white,11,male,yes,NA,english,no,hs or lower,no,oct thru dec
NA,NA,NA,white,1,female,yes,NA,NA,no,NA,no,jul thru sep
NA,NA,NA,white,2,female,yes,NA,NA,no,NA,no,apr thru jun
20400,unemployed,40,white,52,female,yes,NA,english,yes,hs or lower,no,jul thru sep
35000,employed,40,white,44,male,yes,40,english,no,hs or lower,no,oct thru dec
21600,employed,40,white,51,female,yes,60,english,yes,hs or lower,no,jan thru mar
0,employed,45,white,34,male,yes,30,english,no,hs or lower,no,apr thru jun
NA,NA,NA,black,6,male,yes,NA,english,no,hs or lower,no,jul thru sep
113000,employed,60,asian,39,male,yes,20,other,yes,college,no,oct thru dec
0,not in labor force,NA,white,64,male,yes,NA,english,yes,hs or lower,yes,jul thru sep
0,not in labor force,NA,black,64,female,yes,NA,english,yes,hs or lower,yes,oct thru dec
0,not in labor force,NA,black,53,female,yes,NA,english,no,hs or lower,no,oct thru dec
0,not in labor force,NA,white,79,female,yes,NA,english,no,hs or lower,yes,apr thru jun
0,employed,55,white,66,male,yes,NA,english,yes,hs or lower,yes,oct thru dec
0,not in labor force,NA,white,78,female,yes,NA,english,yes,hs or lower,yes,oct thru dec
17000,employed,32,black,32,female,yes,15,english,no,hs or lower,no,jul thru sep
0,not in labor force,NA,white,55,male,yes,NA,english,yes,college,no,apr thru jun
43700,not in labor force,35,white,27,male,no,NA,other,no,hs or lower,no,jan thru mar
NA,NA,NA,other,4,male,yes,NA,NA,no,hs or lower,no,apr thru jun
0,not in labor force,NA,white,20,female,yes,NA,english,no,hs or lower,no,oct thru dec
95000,employed,11,white,52,male,yes,30,english,yes,hs or lower,no,jul thru sep
50000,employed,40,white,39,male,no,40,other,yes,hs or lower,no,apr thru jun
25000,employed,40,white,50,male,yes,25,english,yes,hs or lower,no,apr thru jun
0,not in labor force,NA,white,63,male,yes,NA,english,yes,hs or lower,yes,jan thru mar
NA,NA,NA,white,3,female,yes,NA,NA,no,hs or lower,no,apr thru jun
23000,employed,40,white,54,female,yes,15,english,yes,hs or lower,no,jan thru mar
6400,employed,32,black,28,female,yes,35,english,no,hs or lower,no,oct thru dec
62000,employed,40,white,35,female,yes,45,english,no,college,no,jul thru sep
0,not in labor force,NA,white,17,female,yes,NA,english,no,hs or lower,no,apr thru jun
160000,employed,20,white,68,male,yes,1,english,yes,grad,no,jan thru mar
2800,unemployed,30,white,24,female,yes,NA,other,no,college,yes,apr thru jun
95000,employed,40,white,61,female,yes,5,english,no,grad,no,jul thru sep
0,not in labor force,NA,white,82,female,yes,NA,other,no,hs or lower,no,jul thru sep
0,not in labor force,NA,white,79,male,yes,NA,english,yes,college,no,apr thru jun
13000,not in labor force,40,white,60,male,yes,NA,english,yes,hs or lower,yes,jul thru sep
65000,employed,40,white,70,male,yes,25,english,yes,hs or lower,no,jan thru mar
100000,employed,40,white,30,male,yes,15,english,yes,grad,no,apr thru jun
200,unemployed,8,other,40,male,yes,NA,english,no,hs or lower,no,oct thru dec
0,not in labor force,NA,white,17,male,yes,NA,english,no,hs or lower,no,jul thru sep
0,not in labor force,NA,white,76,male,yes,NA,english,yes,hs or lower,no,jan thru mar
80000,employed,60,white,60,male,yes,15,english,no,college,no,jul thru sep
39500,employed,40,white,46,male,yes,30,english,yes,hs or lower,no,apr thru jun
0,not in labor force,NA,white,38,female,yes,NA,english,no,hs or lower,no,jul thru sep
10000,employed,20,other,20,female,yes,30,other,no,hs or lower,yes,oct thru dec
56000,employed,40,white,66,male,yes,2,english,yes,hs or lower,no,jul thru sep
100000,employed,40,white,43,male,yes,15,english,yes,hs or lower,no,jul thru sep
290,not in labor force,30,white,59,female,yes,NA,english,yes,hs or lower,yes,oct thru dec
12500,employed,40,white,38,male,yes,NA,english,no,hs or lower,no,jul thru sep
10200,employed,50,white,58,male,yes,50,english,yes,hs or lower,no,jul thru sep
1800,not in labor force,4,white,18,female,yes,NA,english,no,hs or lower,no,jan thru mar
NA,NA,NA,white,10,male,yes,NA,english,no,hs or lower,no,apr thru jun
25000,employed,40,white,54,female,yes,35,other,no,hs or lower,no,oct thru dec
0,not in labor force,NA,white,64,female,yes,NA,english,yes,hs or lower,no,jan thru mar
0,not in labor force,NA,white,86,female,yes,NA,english,no,hs or lower,yes,oct thru dec
0,unemployed,NA,white,60,female,yes,NA,english,no,hs or lower,no,jul thru sep
0,not in labor force,NA,asian,17,male,yes,NA,english,no,hs or lower,no,jul thru sep
85000,employed,50,white,58,male,yes,15,english,yes,hs or lower,no,jul thru sep
55000,employed,40,black,59,male,yes,35,english,yes,hs or lower,yes,apr thru jun
10000,employed,25,other,40,female,yes,10,english,yes,hs or lower,no,apr thru jun
0,not in labor force,NA,white,49,female,yes,NA,english,no,hs or lower,yes,oct thru dec
5000,employed,8,white,34,female,yes,15,english,yes,college,no,oct thru dec
11400,employed,20,black,54,female,yes,25,english,no,hs or lower,yes,jul thru sep
1100,employed,40,white,33,female,no,20,other,yes,hs or lower,yes,apr thru jun
23000,employed,40,other,19,male,yes,40,other,no,hs or lower,no,oct thru dec
0,employed,35,white,45,female,yes,5,english,no,college,no,jul thru sep
20000,employed,40,white,57,female,no,45,other,yes,hs or lower,yes,apr thru jun
9000,employed,50,white,42,female,yes,2,english,yes,hs or lower,no,apr thru jun
65000,employed,40,white,43,male,yes,20,english,no,college,no,oct thru dec
0,not in labor force,NA,white,71,male,yes,NA,english,yes,college,no,oct thru dec
45000,employed,40,white,28,female,yes,45,other,yes,hs or lower,no,oct thru dec
0,not in labor force,NA,white,64,female,yes,NA,english,no,college,no,jan thru mar
0,unemployed,NA,white,19,male,yes,NA,english,no,hs or lower,no,oct thru dec
0,not in labor force,NA,white,62,female,yes,NA,english,yes,hs or lower,no,oct thru dec
NA,NA,NA,black,7,female,yes,NA,english,no,hs or lower,no,jan thru mar
0,not in labor force,NA,white,35,female,yes,NA,english,yes,hs or lower,no,jan thru mar
48000,employed,40,white,47,female,yes,30,english,yes,hs or lower,no,jul thru sep
0,not in labor force,NA,black,33,male,yes,NA,english,no,hs or lower,yes,jan thru mar
0,not in labor force,NA,white,94,male,yes,NA,english,yes,college,yes,jan thru mar
4800,employed,40,white,48,male,yes,20,other,no,college,no,jul thru sep
NA,NA,NA,black,11,male,yes,NA,english,no,hs or lower,no,apr thru jun
70000,employed,50,white,59,male,yes,1,english,yes,hs or lower,no,jan thru mar
23000,employed,40,black,47,female,yes,15,english,no,hs or lower,no,jul thru sep
NA,NA,NA,white,11,male,yes,NA,english,no,hs or lower,no,oct thru dec
0,not in labor force,NA,white,68,female,yes,NA,english,yes,hs or lower,yes,jul thru sep
0,not in labor force,NA,white,60,female,yes,NA,english,no,grad,no,jan thru mar
NA,NA,NA,white,7,male,yes,NA,english,no,hs or lower,no,jul thru sep
18000,employed,35,white,45,female,yes,15,other,yes,hs or lower,no,oct thru dec
0,not in labor force,NA,white,16,male,yes,NA,other,no,hs or lower,no,jul thru sep
NA,NA,NA,white,11,female,yes,NA,english,no,hs or lower,no,oct thru dec
NA,NA,NA,white,0,female,yes,NA,NA,no,NA,no,jul thru sep
30000,employed,45,other,40,male,yes,5,other,yes,hs or lower,no,oct thru dec
0,not in labor force,NA,white,64,male,yes,NA,english,no,college,no,jan thru mar
28000,employed,36,white,54,male,yes,20,english,yes,hs or lower,no,jan thru mar
0,unemployed,NA,white,63,male,yes,NA,english,yes,college,no,apr thru jun
25000,employed,40,black,61,female,yes,30,english,no,college,yes,apr thru jun
0,not in labor force,NA,asian,50,female,no,NA,other,yes,college,no,jan thru mar
0,not in labor force,NA,white,19,male,yes,NA,english,no,hs or lower,no,apr thru jun
19000,employed,40,black,26,male,no,20,other,no,hs or lower,no,jan thru mar
14800,employed,40,black,64,male,yes,20,english,no,hs or lower,yes,apr thru jun
100000,employed,40,asian,48,male,no,15,other,no,grad,no,oct thru dec
0,not in labor force,NA,white,76,female,yes,NA,english,yes,hs or lower,no,oct thru dec
50000,employed,32,other,48,female,yes,45,english,no,college,no,jul thru sep
NA,NA,NA,other,9,male,yes,NA,english,no,hs or lower,no,apr thru jun
NA,NA,NA,white,11,male,yes,NA,other,no,hs or lower,no,oct thru dec
0,not in labor force,NA,other,19,female,yes,NA,other,no,hs or lower,no,jan thru mar
21000,not in labor force,40,white,42,female,yes,NA,english,yes,hs or lower,no,oct thru dec
NA,NA,NA,white,13,female,yes,NA,english,no,hs or lower,no,oct thru dec
0,not in labor force,NA,white,79,female,yes,NA,english,yes,hs or lower,yes,oct thru dec
0,not in labor force,NA,white,69,male,yes,NA,english,yes,college,no,jul thru sep
36000,employed,48,white,47,male,yes,30,english,no,hs or lower,no,apr thru jun
NA,NA,NA,white,4,male,yes,NA,NA,no,hs or lower,no,oct thru dec
60000,employed,50,white,29,male,yes,50,english,yes,hs or lower,no,oct thru dec
42000,employed,40,white,29,male,yes,20,english,yes,hs or lower,no,jan thru mar
NA,NA,NA,white,13,male,yes,NA,english,no,hs or lower,no,jul thru sep
5200,employed,32,white,36,female,yes,10,english,yes,hs or lower,no,oct thru dec
NA,NA,NA,white,9,female,yes,NA,english,no,hs or lower,no,jan thru mar
0,not in labor force,NA,white,59,female,yes,NA,english,yes,hs or lower,no,jan thru mar
0,not in labor force,NA,black,65,male,no,NA,english,yes,hs or lower,yes,apr thru jun
NA,NA,NA,white,3,male,yes,NA,NA,no,hs or lower,no,jan thru mar
29000,employed,40,white,55,female,yes,10,other,yes,hs or lower,no,jan thru mar
0,not in labor force,NA,white,81,female,yes,NA,english,no,hs or lower,no,apr thru jun
56000,employed,50,white,42,female,yes,145,english,yes,college,no,apr thru jun
0,not in labor force,NA,white,73,female,yes,NA,english,no,hs or lower,no,jul thru sep
NA,NA,NA,black,2,male,yes,NA,NA,no,NA,no,jan thru mar
0,employed,40,white,66,male,yes,30,english,yes,hs or lower,yes,jul thru sep
0,not in labor force,NA,black,64,female,yes,NA,english,no,hs or lower,no,oct thru dec
NA,NA,NA,other,13,female,yes,NA,other,no,hs or lower,no,apr thru jun
NA,NA,NA,white,13,male,yes,NA,english,no,hs or lower,no,oct thru dec
NA,NA,NA,white,0,male,yes,NA,NA,no,NA,no,apr thru jun
24000,employed,50,white,43,male,yes,5,english,yes,hs or lower,no,jan thru mar
NA,NA,NA,white,10,male,yes,NA,english,no,hs or lower,no,apr thru jun
0,not in labor force,NA,white,25,female,yes,NA,english,yes,hs or lower,no,jan thru mar
58000,employed,40,white,48,male,yes,25,other,no,college,no,jul thru sep
78000,employed,42,white,35,female,yes,15,english,yes,grad,no,jan thru mar
30000,not in labor force,40,asian,45,female,yes,NA,other,no,hs or lower,no,oct thru dec
0,not in labor force,NA,white,40,female,yes,NA,other,no,hs or lower,no,oct thru dec
65000,employed,35,white,37,male,yes,30,english,yes,hs or lower,no,jul thru sep
NA,NA,NA,white,6,female,yes,NA,english,no,hs or lower,no,jul thru sep
0,not in labor force,NA,asian,20,female,no,NA,other,no,hs or lower,no,oct thru dec
110000,employed,65,white,28,male,yes,152,english,yes,college,no,oct thru dec
NA,NA,NA,white,14,male,yes,NA,english,no,hs or lower,no,apr thru jun
0,not in labor force,NA,white,63,male,yes,NA,english,yes,grad,no,jul thru sep
NA,NA,NA,black,5,male,yes,NA,english,no,hs or lower,no,jul thru sep
45000,employed,40,white,30,male,yes,30,english,yes,hs or lower,no,jul thru sep
NA,NA,NA,white,11,female,yes,NA,english,no,hs or lower,no,apr thru jun
0,unemployed,NA,white,29,female,yes,NA,english,no,hs or lower,no,jan thru mar
0,not in labor force,NA,white,66,female,yes,NA,english,yes,college,no,apr thru jun
28000,employed,40,black,49,male,yes,4,english,no,grad,no,apr thru jun
180,not in labor force,4,white,65,female,yes,NA,english,yes,hs or lower,no,jul thru sep
60000,employed,60,black,61,female,yes,30,english,no,hs or lower,no,jan thru mar
0,not in labor force,NA,white,36,female,yes,NA,english,yes,grad,no,jul thru sep
